Country,Year,Status of country,Life Expectancy ,Adult Mortality,Infant Deaths,Alcohol,Hepatitis B,Measles , BMI ,Under-five Deaths ,Polio,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of country resources,Schooling
Myanmar,2001,Developing,62.5,239,72,0.38,,2519,14.1,98,77,73,0.4,138.9249275,46627994,,,0.427,7.6
Myanmar,2000,Developing,62.1,243,73,0.35,,845,13.6,100,88,82,0.4,193.187484,4695462,,,0.417,7.5
Nepal,2015,Developing,69.2,165,17,,91,1599,19.1,21,9,91,0.1,743.7653489,28656282,,,0.555,12.2
Nepal,2014,Developing,69.6,158,18,0.01,92,1279,18.5,22,92,92,0.1,76.2386977,28323241,,,0.551,12.4
Nepal,2013,Developing,69.3,162,19,0.27,92,1861,18,24,92,92,0.1,688.6172788,2798531,,,0.545,12.3
Nepal,2012,Developing,68.9,167,20,0.26,9,3362,17.4,25,9,9,0.2,681.7925868,27649925,,,0.538,12.3
Nepal,2011,Developing,68.4,172,22,0.27,92,2359,16.9,27,92,92,0.2,692.1166842,27327147,,,0.529,12
Nepal,2010,Developing,68,178,23,0.24,82,190,16.4,30,83,82,0.2,592.1835216,2723137,,,0.515,11.1
Nepal,2009,Developing,67.5,183,25,0.22,89,189,15.9,32,93,89,0.2,48.7299,2674113,,,0.502,10.5
Nepal,2008,Developing,67,189,27,0.21,82,2089,15.4,35,82,82,0.2,473.844449,26475859,,,0.492,10.1
Nepal,2007,Developing,66.6,194,29,0.2,82,1415,14.9,38,82,82,0.2,393.8843518,26214847,,,0.486,10
Nepal,2006,Developing,66,21,31,0.2,69,2838,14.4,41,91,89,0.2,348.6314534,2594618,,,0.476,9.6
Nepal,2005,Developing,65.4,28,33,0.2,41,5023,13.9,44,78,75,0.2,317.89198,2564287,,,0.469,9.4
Nepal,2004,Developing,64.7,218,35,0.21,27,12074,13.4,47,8,8,0.2,287.4156,2539449,,,0.463,9.3
Nepal,2003,Developing,64.3,22,38,0.2,2,13344,12.9,50,76,78,0.1,253.72412,2495623,,,0.457,9.2
Nepal,2002,Developing,63.1,238,40,0.19,,6749,12.4,54,72,72,0.1,246.375621,24566342,,,0.447,8.6
Nepal,2001,Developing,63.2,23,43,0.09,,10849,11.9,58,73,72,0.1,248.6183539,24161777,,,0.446,9
Nepal,2000,Developing,62.5,238,46,0.08,,9397,11.4,62,74,74,0.1,231.42554,2374911,,,0.439,8.9
Netherlands,2015,Developed,81.9,57,1,,94,7,62.1,1,95,95,0.1,44292.88473,16939923,,,0.923,18.1
Netherlands,2014,Developed,81.7,58,1,0.01,92,140,61.6,1,96,96,0.1,52157.4687,168658,,,0.923,18.1
Netherlands,2013,Developed,81.4,6,1,8.68,51,2632,61,1,97,97,0.1,51574.48942,1684432,,,0.922,18.1
Netherlands,2012,Developed,81.1,62,1,9.05,2,10,6.5,1,97,97,0.1,49474.7561,16754962,,,0.921,18.1
Netherlands,2011,Developed,81.1,63,1,8.96,2,51,59.9,1,97,97,0.1,5354.6536,1669374,,,0.911,17.2
Netherlands,2010,Developed,88,64,1,9.33,,15,59.3,1,97,97,0.1,5338.25483,16615394,,,0.906,17
Netherlands,2009,Developed,86,65,1,9.23,,15,58.6,1,97,97,0.1,519.349,1653388,,,0.906,16.9
Netherlands,2008,Developed,83,68,1,9.62,,109,57.9,1,97,97,0.1,56928.8248,16445593,,,0.905,16.8
Netherlands,2007,Developed,82,68,1,9.53,,10,57.3,1,97,97,0.1,51241.31562,16381696,,,0.899,16.6
Netherlands,2006,Developed,79.8,71,1,9.79,,1,56.5,1,96,96,0.1,44453.97119,1634611,,,0.893,16.5
Netherlands,2005,Developed,79.4,72,1,9.69,,4,55.8,1,96,96,0.1,41577.169,16319868,,,0.888,16.4
Netherlands,2004,Developed,79.2,77,1,9.56,,11,55,1,98,98,0.1,39954.64222,16281779,,,0.885,16.5
Netherlands,2003,Developed,78.7,8,1,9.56,,4,54.2,1,98,98,0.1,35245.1647,1622532,,,0.881,16.5
Netherlands,2002,Developed,78.4,81,1,9.68,,3,53.4,1,97,97,0.1,28817.32321,16148929,,,0.882,16.9
Netherlands,2001,Developed,78.3,82,1,9.95,,0,52.6,1,97,97,0.1,26584.12169,164618,,,0.878,16.7
Netherlands,2000,Developed,78.1,84,1,10.06,,1019,51.8,1,97,97,0.1,25921.12794,15925513,,,0.873,16.5
New Zealand,2015,Developed,81.6,66,0,8.7,92,10,67.5,0,92,92,0.1,3821.8937,,,,0.913,19.2
New Zealand,2014,Developed,81.5,67,0,9.07,93,280,66.9,0,93,93,0.1,4453.24673,,,,0.91,19.2
New Zealand,2013,Developed,81.3,69,0,9.18,93,8,66.4,0,92,92,0.1,42889.88141,,,,0.908,19.3
New Zealand,2012,Developed,81.1,7,0,9.2,93,68,65.9,0,93,93,0.1,3997.25624,,,,0.904,19.5
New Zealand,2011,Developed,86,72,0,9.47,95,597,65.3,0,95,95,0.1,38426.5581,,,,0.901,19.7
New Zealand,2010,Developed,89,71,0,9.62,9,43,64.8,0,93,93,0.1,33691.34837,,,,0.899,20.3
New Zealand,2009,Developed,85,73,0,9.24,93,198,64.3,0,92,92,0.1,282.94193,,,,0.895,19.3
New Zealand,2008,Developed,81,75,0,9.49,9,0,63.8,0,89,89,0.1,31287.77865,,,,0.894,19.5
New Zealand,2007,Developed,81,76,0,9.19,88,25,63.2,0,88,88,0.1,3259.73471,,,,0.891,19.2
New Zealand,2006,Developed,79.9,76,0,9.34,87,20,62.6,0,89,89,0.1,2667.86452,,,,0.888,19.1
New Zealand,2005,Developed,79.9,78,0,9.31,87,20,62.1,0,89,89,0.1,2775.89515,,,,0.886,18.9
New Zealand,2004,Developed,79.2,79,0,9.15,88,33,61.5,0,87,89,0.1,2542.39935,,,,0.884,18.4
New Zealand,2003,Developed,79.1,82,0,8.91,89,66,6.9,0,86,9,0.1,21913.7817,,,,0.881,18.2
New Zealand,2002,Developed,78.7,83,0,9.13,89,21,6.3,0,84,9,0.1,16874.31232,,,,0.873,17.5
New Zealand,2001,Developed,78.5,83,0,8.75,9,65,59.6,0,82,9,0.1,13882.85683,,,,0.868,17.4
New Zealand,2000,Developed,78.6,87,0,8.91,9,65,58.9,0,82,9,0.1,13641.1272,,,,0.864,17.2
Norway,2015,Developed,81.8,59,0,5.97,,14,61.2,0,95,95,0.1,7455.24654,518867,,,0.948,17.7
Norway,2014,Developed,81.6,61,0,6.06,,3,6.8,0,93,93,0.1,975.49856,5137232,,,0.945,17.7
Norway,2013,Developed,81.5,62,0,6.21,,8,6.3,0,94,94,0.1,1291.435,579623,,,0.942,17.5
Norway,2012,Developed,81.3,61,0,6.21,,4,59.8,0,95,95,0.1,11563.727,518573,,,0.941,17.6
Norway,2011,Developed,81.1,67,0,6.53,,39,59.4,0,94,94,0.1,1574.9861,495388,,,0.939,17.6
Norway,2010,Developed,81,66,0,6.59,,3,58.9,0,93,93,0.1,87646.75346,4889252,,,0.936,17.4
Norway,2009,Developed,89,67,0,6.68,,2,58.5,0,94,94,0.1,817.77681,4828726,,,0.936,17.4
Norway,2008,Developed,86,67,0,6.75,,4,58,0,94,94,0.1,9688.5961,4768212,,,0.936,17.6
Norway,2007,Developed,85,67,0,6.6,,0,57.5,0,93,93,0.1,85128.65759,479153,,,0.934,17.6
Norway,2006,Developed,84,7,0,6.47,,0,57,0,94,94,0.1,74114.69715,466677,,,0.931,17.5
Norway,2005,Developed,81,73,0,6.37,,0,56.5,0,91,91,0.1,66775.3944,4623291,,,0.929,17.6
Norway,2004,Developed,79.8,77,0,6.22,,7,55.9,0,92,92,0.1,5757.26916,459191,,,0.924,17.5
Norway,2003,Developed,79.4,78,0,6.04,,8,55.3,0,92,92,0.1,5111.65445,4564855,,,0.918,17.1
Norway,2002,Developed,78.9,81,0,5.89,,5,54.6,0,93,93,0.1,4361.1538,4538159,,,0.916,17.1
Norway,2001,Developed,78.8,82,0,5.49,,4,54,0,91,91,0.1,38549.58934,4513751,,,0.917,17.5
Norway,2000,Developed,78.5,85,0,5.67,,0,53.3,0,91,9,0.1,38146.71539,449967,,,0.911,17.1
Pakistan,2015,Developing,66.4,161,352,,72,386,25.4,433,72,72,0.1,1431.244865,18938513,,,0.548,8.1
Pakistan,2014,Developing,66.2,162,359,0.01,72,1370,24.7,442,72,72,0.1,1316.98966,185546257,,,0.542,7.8
Pakistan,2013,Developing,66,163,365,0.04,72,8749,23.9,450,72,72,0.1,1272.44161,181712595,,,0.538,7.7
Pakistan,2012,Developing,65.7,165,369,0.04,72,8046,23.2,456,72,72,0.1,1261.28967,177911533,,,0.529,7.6
Pakistan,2011,Developing,65.5,167,371,0.04,74,4386,22.5,459,75,74,0.1,1226.215314,174184265,,,0.525,7.5
Pakistan,2010,Developing,65.1,172,372,0.04,82,4321,21.9,461,82,82,0.1,14.142268,1756182,,,0.521,7.5
Pakistan,2009,Developing,64.8,175,371,0.03,78,863,21.3,460,7,71,0.1,16.63999,1674958,,,0.514,7.3
Pakistan,2008,Developing,64.6,177,369,0.03,65,1129,2.6,460,7,62,0.1,139.31288,16364463,,,0.513,
Pakistan,2007,Developing,64.4,178,367,0.03,75,2801,2.1,459,75,75,0.1,95.4327931,16332974,,,0.505,
Pakistan,2006,Developing,64.2,179,365,0.03,78,7641,19.5,458,77,78,0.1,873.772727,15793993,,,0.501,
Pakistan,2005,Developing,62.9,2,364,0.04,7,2981,18.9,459,78,77,0.1,711.4699463,15399667,,,0.487,
Pakistan,2004,Developing,63.7,183,364,0.01,65,4248,18.4,461,65,65,0.1,649.848233,15783,,,0.474,
Pakistan,2003,Developing,63.5,185,366,0.01,63,4740,17.9,466,69,67,0.1,563.594342,1477341,,,0.465,
Pakistan,2002,Developing,63.2,187,371,0.01,,3903,17.4,474,71,68,0.1,499.8633,144654143,,,0.457,
Pakistan,2001,Developing,63,189,377,0.01,,3849,16.9,483,68,65,0.1,51.6568157,14161437,,,0.45,
Pakistan,2000,Developing,62.8,19,385,0.02,,2064,16.4,495,65,62,0.1,533.8624114,138523285,,,0.445,
Philippines,2015,Developing,68.5,211,52,,6,619,25.4,66,79,6,0.1,2878.33837,11716359,,,0.679,
Philippines,2014,Developing,68.4,214,54,4.52,67,58848,24.8,68,77,67,0.1,2842.938353,112249,,,0.676,
Philippines,2013,Developing,68.1,219,55,4.61,89,2920,24.3,69,84,89,0.1,276.289146,9848132,,,0.671,
Philippines,2012,Developing,68.1,217,56,5.02,88,1536,23.7,71,88,88,0.1,2581.818554,96866642,,,0.666,
Philippines,2011,Developing,68,218,57,4.96,87,6538,23.1,72,87,87,0.1,2352.518156,9527794,,,0.669,
Philippines,2010,Developing,67.9,218,58,4.85,77,6368,22.6,74,78,79,0.1,2129.499242,93726624,,,0.662,
Philippines,2009,Developing,68,219,59,4.42,85,1469,22.1,76,86,87,0.1,1825.341521,9222879,,,0.661,
Philippines,2008,Developing,67.5,217,60,4.21,88,341,21.6,78,91,91,0.1,1919.466195,9751864,,,0.655,
Philippines,2007,Developing,67.5,216,62,4.19,87,530,21.1,80,87,87,0.1,1672.685433,8929349,,,0.648,
Philippines,2006,Developing,67.3,219,63,4.08,77,9,2.6,82,88,88,0.1,1391.772325,8789419,,,0.646,
Philippines,2005,Developing,67,223,65,4.22,49,118,2.1,84,9,89,0.1,1194.697155,86274237,,,0.642,
Philippines,2004,Developing,67.3,218,66,4.45,48,3025,19.6,86,85,88,0.1,179.3715,84678493,,,0.636,
Philippines,2003,Developing,67.2,217,67,4.44,52,10511,19.2,87,85,84,0.1,11.553196,8331954,,,0.631,
Philippines,2002,Developing,66.8,221,68,4.42,42,7003,18.7,89,77,79,0.1,1.68135,813526,,,0.625,
Philippines,2001,Developing,66.8,221,68,4.54,45,7360,18.3,89,76,79,0.1,957.287441,79665315,,,0.622,
Philippines,2000,Developing,66.8,219,69,4.73,7,7120,17.8,90,74,78,0.1,138.91977,77991569,,,0.618,
Poland,2015,Developed,77.5,117,2,,96,0,61.7,2,92,98,0.1,12565.9876,37986412,,,0.852,
Poland,2014,Developed,77.3,12,2,10.71,96,0,61.1,2,94,98,0.1,14341.675,3811735,,,0.85,
Poland,2013,Developed,77.1,12,2,11.63,96,84,6.4,2,95,99,0.1,1378.54911,384196,,,0.838,
Poland,2012,Developed,76.8,125,2,10.81,97,71,59.7,2,95,99,0.1,13145.1484,3863164,,,0.834,
Poland,2011,Developed,76.7,128,2,10.93,98,0,59.1,2,96,99,0.1,13893.18768,3863255,,,0.829,
Poland,2010,Developed,76.3,13,2,10.59,98,13,58.4,2,96,99,0.1,12599.52486,3842794,,,0.822,
Poland,2009,Developed,75.7,136,2,10.7,98,115,57.8,3,96,99,0.1,11527.59323,3815163,,,0.818,
Poland,2008,Developed,75.5,14,2,11.4,98,0,57.2,3,96,99,0.1,141.44688,38125759,,,0.813,
Poland,2007,Developed,75.3,144,2,10.9,98,40,56.6,3,99,99,0.1,1126.31852,381256,,,0.808,
Poland,2006,Developed,75.2,144,2,10.4,98,120,56,3,99,99,0.1,94.7726,38141267,,,0.803,
Poland,2005,Developed,75,144,2,9.5,98,13,55.5,3,99,99,0.1,821.251569,38165445,,,0.797,
Poland,2004,Developed,74.9,143,2,9.19,98,11,55,3,99,99,0.1,6681.178818,38182222,,,0.8,
Poland,2003,Developed,74.7,142,3,9.06,97,48,54.5,3,98,99,0.1,5693.52416,382457,,,0.796,
Poland,2002,Developed,74.5,145,3,8.02,98,34,54,3,98,99,0.1,5196.932921,3823364,,,0.79,
Poland,2001,Developed,74.2,149,3,7.74,95,133,53.6,3,98,98,0.1,4981.198619,3824876,,,0.784,14.7
Poland,2000,Developed,73.7,153,3,8.4,99,77,53.1,4,98,98,0.1,4492.72764,38258629,,,0.777,14.6
Saudi Arabia,2015,Developing,74.5,88,7,,98,219,68.2,8,97,98,0.1,2732.86172,,,,0.845,16.1
Saudi Arabia,2014,Developing,74.4,88,7,0.09,98,154,67.3,9,98,98,0.1,24575.434,,,,0.841,15.8
Saudi Arabia,2013,Developing,74.3,89,8,0.09,98,1164,66.4,9,98,98,0.1,24934.38614,,,,0.83,15.2
Saudi Arabia,2012,Developing,74.1,9,8,0.09,98,294,65.6,9,98,98,0.1,2533.9462,,,,0.818,14.5
Saudi Arabia,2011,Developing,73.9,92,8,0.09,98,362,64.7,9,98,98,0.1,2377.74739,,,,0.804,13.9
Saudi Arabia,2010,Developing,73.7,94,8,0.09,98,334,63.9,9,98,98,0.1,19259.58726,,,,0.792,13.3
Saudi Arabia,2009,Developing,73.4,97,8,0.09,98,82,63.1,10,98,98,0.1,1694.2931,,,,0.787,13
Saudi Arabia,2008,Developing,73.3,98,9,0.09,98,158,62.4,10,98,98,0.1,237.83234,,,,0.779,12.8
Saudi Arabia,2007,Developing,73.2,99,9,0.1,96,4648,61.6,10,96,96,0.1,16472.1665,,,,0.773,12.7
Saudi Arabia,2006,Developing,73.2,1,9,0.08,96,807,6.9,10,96,96,0.1,15334.66994,,,,0.767,12.5
Saudi Arabia,2005,Developing,73.1,11,9,0.05,97,373,6.2,10,96,96,0.1,13739.82945,,,,0.761,12.4
Saudi Arabia,2004,Developing,73.1,12,9,0.06,96,1880,59.4,11,96,96,0.1,11138.8746,,,,0.754,12.3
Saudi Arabia,2003,Developing,73,13,9,0.05,95,1208,58.5,11,95,95,0.1,9567.458285,,,,0.747,12.2
Saudi Arabia,2002,Developing,72.9,15,10,0.05,97,311,57.7,11,95,95,0.1,8655.311531,,,,0.745,12.1
Saudi Arabia,2001,Developing,72.8,17,10,0.05,95,155,56.9,12,97,97,0.1,8643.4944,,,,0.742,12
Saudi Arabia,2000,Developing,72.6,11,10,0.05,93,0,56.2,12,95,95,0.1,9126.954277,,,,0.737,11.8
Seychelles,2015,Developing,73.2,168,0,,98,0,37.4,0,97,97,0.1,1539.464,93419,,,0.781,14.1
Seychelles,2014,Developing,73,17,0,0.01,99,0,36.2,0,99,99,0.1,1557.77892,91359,,,0.766,13.2
Seychelles,2013,Developing,72.9,172,0,0.01,99,0,35.5,0,98,98,0.1,15687.34795,89949,,,0.762,13.5
Seychelles,2012,Developing,72.7,174,0,0.01,99,0,34.8,0,98,98,0.1,12845.17363,8833,,,0.755,13.5
Seychelles,2011,Developing,72.6,177,0,9.72,99,0,34.2,0,99,99,0.1,12189.9516,87441,,,0.744,13.3
Seychelles,2010,Developing,72.4,18,0,6.51,99,0,33.5,0,99,99,0.1,184.68447,8977,,,0.74,13.2
Seychelles,2009,Developing,72.3,182,0,4.94,99,0,32.4,0,99,99,0.1,976.9566,87298,,,0.739,13.2
Seychelles,2008,Developing,72.2,184,0,6.33,99,0,31.8,0,99,99,0.1,11122.8627,86956,,,0.739,13.2
Seychelles,2007,Developing,72.2,185,0,8.12,99,1,31.2,0,99,99,0.1,12154.82994,8533,,,0.733,13.1
Seychelles,2006,Developing,72.2,185,0,8.12,99,10,3.7,0,99,99,0.1,1214.39987,846,,,0.728,13.1
Seychelles,2005,Developing,72.2,185,0,7.82,99,0,3.1,0,99,99,0.1,1192.5174,82858,,,0.712,12.1
Seychelles,2004,Developing,72.1,186,0,7.91,99,0,29.2,0,99,99,0.1,1176.65871,82475,,,0.715,12.3
Seychelles,2003,Developing,72.1,185,0,7.41,99,0,28.7,0,99,99,0.1,8524.961236,82781,,,0.713,12.1
Seychelles,2002,Developing,72.1,186,0,11.15,99,0,28.1,0,99,99,0.1,8331.261997,83723,,,0.712,12.1
Seychelles,2001,Developing,72,187,0,6.72,96,0,27.6,0,96,96,0.1,7663.1378,8122,,,0.714,12.2
Seychelles,2000,Developing,71.8,188,0,8.24,98,0,27.1,0,98,98,0.1,7578.85153,81131,,,0,12.3
Singapore,2015,Developed,83.1,55,0,1.79,96,0,33.2,0,96,96,0.1,53629.73746,,,,0.924,15.4
Singapore,2014,Developed,82.9,56,0,1.83,96,0,32.9,0,96,96,0.1,56336.7234,,,,0.922,15.4
Singapore,2013,Developed,82.7,57,0,1.83,97,138,32.7,0,97,97,0.1,5629.18914,,,,0.92,15.4
Singapore,2012,Developed,82.5,59,0,1.89,97,42,32.4,0,97,97,0.1,54431.16199,,,,0.917,15.4
Singapore,2011,Developed,82.2,6,0,1.8,96,148,32.1,0,96,96,0.1,53166.67581,,,,0.911,15.2
Singapore,2010,Developed,82,61,0,1.84,96,50,31.8,0,96,96,0.1,46569.67951,,,,0.889,14.5
Singapore,2009,Developed,81.7,62,0,1.73,96,16,31.5,0,97,97,0.1,38577.55822,,,,0.887,14.4
Singapore,2008,Developed,81.4,64,0,1.7,97,18,31.2,0,97,97,0.1,39721.4818,,,,0.88,14.2
Singapore,2007,Developed,81.1,65,0,1.6,96,15,3.9,0,97,97,0.1,39223.58187,,,,0.873,14.1
Singapore,2006,Developed,87,66,0,1.55,95,23,3.5,0,95,95,0.1,33579.85948,,,,0.839,13.9
Singapore,2005,Developed,82,69,0,1.49,96,33,3.2,0,96,96,0.1,29869.85398,,,,0.821,12.6
Singapore,2004,Developed,79.7,71,0,1.45,94,96,29.9,0,95,95,0.1,2745.27136,,,,0.82,12.7
Singapore,2003,Developed,79.3,73,0,1.43,95,33,29.6,0,96,96,0.1,23573.6284,,,,0.819,12.7
Singapore,2002,Developed,79,74,0,2.16,95,211,29.2,0,94,94,0.1,2216.83279,,,,0.818,12.6
Singapore,2001,Developed,78.7,76,0,2.08,95,408,28.9,0,95,96,0.1,21577.7823,,,,0.82,12.7
Singapore,2000,Developed,78.3,78,0,2.03,97,141,28.5,0,98,98,0.1,23792.677,,,,0.81,12.5
South Africa,2015,Developing,62.9,328,42,,75,17,51.1,52,75,75,3.6,5769.77258,5511976.68,,,0.665,13
South Africa,2014,Developing,62,347,42,7.38,8,66,5.3,52,77,77,3.7,6479.625659,54146734.74,,,0.66,13
South Africa,2013,Developing,69,371,43,7.34,7,25,49.5,54,73,73,4.5,6876.953821,53311955.61,,,0.652,12.8
South Africa,2012,Developing,59.2,48,43,7.38,68,32,48.7,56,65,65,7.6,7548.163698,5256515.8,,,0.644,12.8
South Africa,2011,Developing,58.9,413,43,7.38,76,92,47.9,58,69,69,8.5,849.954224,51729345.36,,,0.638,12.8
South Africa,2010,Developing,58,428,43,7.28,71,12499,47.2,62,72,72,11,7362.76139,5979432.36,,,0.63,12.8
South Africa,2009,Developing,56.5,449,46,7.6,74,5857,46.4,70,75,76,19,5888.6284,5255813.11,,,0.622,12.8
South Africa,2008,Developing,55.3,473,50,8.19,76,39,45.7,75,77,79,23.5,5786.59972,49557573.3,,,0.616,12.9
South Africa,2007,Developing,54.5,486,51,8.48,83,31,45,79,79,82,26.4,6125.39984,48883844.99,,,0.612,12.9
South Africa,2006,Developing,54,496,54,8.5,83,81,44.3,82,79,82,28.1,5631.73485,4823384.48,,,0.609,12.9
South Africa,2005,Developing,53.8,498,55,8.69,79,615,43.6,84,75,79,29.5,5414.634326,476667.24,,,0.609,12.9
South Africa,2004,Developing,53.7,497,55,6.96,76,830,42.9,83,73,74,29.7,4863.51688,4717.99,,,0.611,12.9
South Africa,2003,Developing,54,485,55,6.93,71,244,42.2,82,7,69,28.9,3775.68275,46418193.9,,,0.613,12.9
South Africa,2002,Developing,54.9,459,54,7.04,72,1043,41.6,79,7,7,26.6,2518.398261,45855482.88,,,0.62,12.9
South Africa,2001,Developing,56,429,52,7.38,72,1166,4.9,76,71,71,24,2681.781,45312937,,,0.629,13
South Africa,2000,Developing,57.3,397,51,7.3,73,1459,4.1,73,71,73,21.3,337.2253,44896856,,,0.635,13
South Sudan,2015,Developing,57.3,332,26,,31,878,,39,41,31,3.4,758.725782,11882136,,,0.421,4.9
South Sudan,2014,Developing,56.6,343,26,,,441,,39,44,39,3.5,1151.861715,1153971,,,0.421,4.9
South Sudan,2013,Developing,56.4,345,26,,,525,,40,5,45,3.6,1186.11325,1117749,,,0.417,4.9
South Sudan,2012,Developing,56,347,26,,,1952,,40,64,59,3.8,958.45581,1818258,,,0.419,4.9
South Sudan,2011,Developing,55.4,355,27,,,1256,,41,66,61,3.9,176.9713,1448857,,,0.429,4.9
South Sudan,2010,Developing,55,359,27,,,0,,41,,,4,1562.239346,167192,,,0,0
South Sudan,2009,Developing,54.3,369,27,,,0,,42,,,4.2,1264.78998,967667,,,0,0
South Sudan,2008,Developing,53.6,377,27,,,0,,42,,,4.2,1678.711862,9263136,,,0,0
South Sudan,2007,Developing,53.1,381,27,,,0,,43,,,4.2,,88568,,,0,0
South Sudan,2006,Developing,52.5,383,28,,,0,,43,,,4.1,,8468152,,,0,0
South Sudan,2005,Developing,51.9,383,28,,,0,,44,,,3.9,,818877,,,0,0
South Sudan,2004,Developing,51.4,383,29,,,0,,45,,,3.8,,7787655,,,0,0
South Sudan,2003,Developing,58,383,29,,,0,,46,,,3.5,,751642,,,0,0
South Sudan,2002,Developing,52,382,30,,,0,,48,,,3.3,,7237276,,,0,0
South Sudan,2001,Developing,49.6,381,30,,,0,,49,,,3,,6974442,,,0,0
South Sudan,2000,Developing,48.9,38,31,,,0,,50,,,2.7,,67656,,,0,0
Spain,2015,Developed,82.8,56,1,,97,115,66.6,1,97,97,0.1,25683.84565,46447697,0.6,,0.882,17.7
Spain,2014,Developed,82.6,58,1,0.01,96,154,66,1,97,97,0.1,296.47225,4648882,0.6,,0.877,17.6
Spain,2013,Developed,82.4,6,1,9.25,95,131,65.4,2,96,96,0.1,2921.9342,466245,0.6,,0.874,17.5
Spain,2012,Developed,82,61,1,9.35,96,1204,64.8,2,97,97,0.1,28562.29324,4677355,0.6,,0.871,17.2
Spain,2011,Developed,82.1,63,1,9.62,97,3802,64.1,2,97,97,0.1,31834.21816,46742697,0.6,,0.867,16.9
Spain,2010,Developed,81.9,64,1,9.78,97,302,63.5,2,97,97,0.1,3736.228,46576897,0.6,,0.86,16.4
Spain,2009,Developed,81.6,66,2,9.99,96,41,62.9,2,96,96,0.1,32333.4661,46362946,0.6,,0.858,16.3
Spain,2008,Developed,81.3,7,2,10.24,97,297,62.3,2,97,97,0.1,35578.73619,4595416,0.6,,0.854,16.1
Spain,2007,Developed,89,72,2,11.05,96,267,61.7,2,96,96,0.1,3279.414,4522683,0.6,,0.849,16
Spain,2006,Developed,88,73,2,11.86,97,362,61.1,2,98,98,0.1,28482.6948,44397319,0.6,,0.844,15.9
Spain,2005,Developed,81,77,2,11.92,96,22,6.5,2,96,96,0.1,2651.71745,43653155,0.6,,0.837,15.8
Spain,2004,Developed,81,79,2,11.96,97,26,59.9,2,97,97,0.1,24918.64584,42921895,0.6,,0.833,15.6
Spain,2003,Developed,79.4,83,2,12.09,81,256,59.3,2,99,98,0.1,21495.7741,42187645,0.6,,0.83,15.6
Spain,2002,Developed,79.5,83,2,12.26,82,67,58.8,2,98,98,0.1,1719.53541,41431558,0.6,,0.828,15.7
Spain,2001,Developed,79.4,84,2,9.86,83,0,58.2,2,95,96,0.1,15323.6114,485412,0.6,,0.825,15.7
Spain,2000,Developed,79.1,86,2,11.12,77,152,57.6,2,95,95,0.1,14676.769,4567864,0.6,,0.82,15.7
Sri Lanka,2015,Developing,74.9,138,3,,99,1568,23.4,3,99,99,0.1,3844.89123,2966,15.1,,0.764,14
Sri Lanka,2014,Developing,74.7,141,3,2.37,99,1686,22.7,3,99,99,0.1,382.54994,2771,15.2,,0.76,14
Sri Lanka,2013,Developing,74.6,142,3,2.56,99,2107,21.9,3,99,99,0.1,361.289374,2585,15.2,,0.757,13.8
Sri Lanka,2012,Developing,74.5,143,3,2.8,99,51,21.2,4,99,99,0.1,335.521375,2425,15.3,,0.752,13.7
Sri Lanka,2011,Developing,74.5,141,3,3.03,99,60,2.5,4,99,99,0.1,322.992615,2271,15.3,,0.746,13.6
Sri Lanka,2010,Developing,74.5,138,3,2.31,99,79,19.8,4,99,99,0.1,2819.511161,2119,15.3,,0.739,
Sri Lanka,2009,Developing,71.8,183,4,2.05,97,21,19.2,4,97,97,0.1,216.681584,19968,15.3,,0.735,
Sri Lanka,2008,Developing,72.3,172,4,2.1,98,33,18.5,4,98,98,0.1,254.489192,19817,15.4,,0.731,
Sri Lanka,2007,Developing,73.7,146,4,2.29,98,44,17.9,5,98,98,0.1,1644.816372,19668,15.4,,0.725,
Sri Lanka,2006,Developing,73.8,145,4,1.96,98,0,17.2,5,98,98,0.1,1448.7611,1952,15.4,,0.718,
Sri Lanka,2005,Developing,74.2,138,4,1.97,99,3,16.6,5,99,99,0.1,1259.87591,19373,15.4,,0.712,
Sri Lanka,2004,Developing,69.1,197,6,1.56,62,35,16.1,10,97,97,0.1,174.6692,19228,15.4,,0.705,
Sri Lanka,2003,Developing,73.9,146,5,1.69,32,65,15.6,5,98,99,0.1,989.4547732,1983,15.4,,0.697,
Sri Lanka,2002,Developing,73.7,149,5,1.62,,139,15.1,5,98,98,0.1,873.1472436,18939,15.4,,0.699,
Sri Lanka,2001,Developing,72.7,16,5,1.68,,309,14.6,6,98,98,0.1,837.699787,18797,15.4,,0.686,
Sri Lanka,2000,Developing,71.5,175,5,1.45,,16527,14.1,6,99,99,0.1,875.412178,18655,15.3,,0.677,
Swaziland,2015,Developing,58.9,373,2,,9,0,32.3,3,84,9,7.1,3136.92511,131911,4,,0.541,
Swaziland,2014,Developing,58.4,382,2,0.01,98,0,31.8,3,98,98,7.3,3464.35169,129597,4.3,,0.541,
Swaziland,2013,Developing,57.6,393,2,0.01,98,0,31.2,3,98,98,9.8,3598.75972,1271456,4.5,,0.539,
Swaziland,2012,Developing,56.5,412,2,0.01,95,0,3.7,3,92,95,12.2,3851.51547,1248158,4.8,,0.534,
Swaziland,2011,Developing,55,438,2,5.2,91,0,3.2,3,85,91,15.7,3934.27325,1225258,5.1,,0.526,
Swaziland,2010,Developing,53.6,459,2,4.93,89,313,29.7,4,89,89,21.6,369.239336,122843,5.4,,0.523,
